tx_id,sender,receiver,amount,timestamp,type,status
6de9379c-9b95-4de3-a4f7-ddf24fbde555,0x9a363adc5d382c04d36b09158286328f75672098,0x8d900f213db5205c529aaba5d10e71a0ed2646db,4.4375,2025-04-15 18:40:20,transfer,pending
88d65474-2490-48e1-a0aa-a7434b2b1cbc,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0xf10fd8921019615a856c1e95c7cd3632de34edc4,3.6803,2024-11-21 02:31:13,stake,success
7ade2a3c-d412-43b4-a1f9-11ad8456c946,0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,0.6443,2023-03-23 15:36:40,stake,success
52ec6e7a-92e1-4e46-9fa0-86467e0c3216,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,1.5759,2023-10-22 11:38:41,swap,failed
c84adea0-c100-4239-a17b-0be4daa317c6,0x1ab2ccad4fc97c9968ea87d4435326715be32872,0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,4.1169,2024-10-08 17:30:13,mint,pending
63b7c8e7-8209-4237-814b-9b09ad54d0cd,0x5e324b4a564512ea7c93088dba2f8c1bf046a3eb,0x0fe383e5abc200055a7f391f94a5f5d1f844b9ae,0.4083,2023-09-18 12:21:32,swap,success
6a92a14d-36ae-4ce4-abd2-d8db38d7d459,0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,0x3867d222ba91236ad4d12c31056626f9e798629c,4.4195,2024-03-02 07:04:05,transfer,failed
68e08b7b-4138-4ced-9907-e2ac7f991a49,0x124853fecb522c57d9bd5c21231058696ca6d596,0x880a0af12da55df1197f41697c1a1b61670ed410,2.765,2024-07-29 15:10:54,mint,success
9fe2202f-ec5c-403b-8503-fc79084e9a06,0xf340b9f2098f80b86fbc5ede586c319473aa11f3,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,2.7089,2024-04-18 00:24:47,transfer,success
6a0ca7d2-2dd3-4ed5-b9f9-44f10a40b995,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,1.6153,2024-06-16 23:01:17,stake,failed
bbb3ee35-f308-42b9-8393-8b0add194dfb,0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,2.0664,2025-06-27 13:45:20,swap,failed
dc2ef14f-2cc3-4ce7-acac-3a7fb1272f4c,0xbd4a00764217c13a246f86db58d74541a0c3972a,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0.917,2025-03-28 22:20:45,mint,success
a19eebb5-84e8-4fe5-856e-21e062375cbc,0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,0x56ba823641bfc317afc8459bf27feed6eb9ff59f,4.3807,2023-06-08 17:59:12,transfer,success
154e455f-a4f9-4e0d-a2a0-ec56dc67b94c,0x8441fecef5cc6f697be2c4fc4a36feacede8df67,0x854a873b8f9bfac36a5eb9c648e285a095a7478d,3.0225,2024-09-10 16:16:36,transfer,pending
b4d867be-eb0b-4c7c-a13d-b270419f8261,0x7b57dbe2f2e4912a29754ff3e412ed9507fd8957,0x54e19653be9d4143b08994906be0e27555e8834d,4.6357,2025-01-04 07:25:03,mint,pending
a1205b16-241f-4e91-87b3-78657fca7a24,0x9a363adc5d382c04d36b09158286328f75672098,0xa7e94d933eb0c439dda357f61244a485246e97b8,4.0884,2024-04-03 02:56:59,mint,pending
ca4bafa3-0e07-424d-93de-c382b81267a3,0x8be38ea2b22b706aef313c2de81f7d179024dd30,0x854a873b8f9bfac36a5eb9c648e285a095a7478d,3.3086,2024-07-22 01:18:33,stake,pending
ffa2bbb1-d08f-43ef-9e94-3b93c903cc8d,0x7399dbeebe2f88bc6ac4e3fd7ddb836a4bce322f,0x7de76a449cf60ea3e111ff18b28e516d89532152,1.2672,2024-01-03 00:16:06,contract,failed
a5b7e1d1-6957-42ba-a900-b10f9e276510,0x124853fecb522c57d9bd5c21231058696ca6d596,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,2.5441,2024-07-09 10:03:36,swap,pending
d073aac7-f31e-4d3f-8b56-8fa06030f0c6,0x854a873b8f9bfac36a5eb9c648e285a095a7478d,0x19df3e87f73c4aaf4809295561465b993e102668,3.876,2023-12-18 02:59:42,contract,pending
34a7e7df-9a3c-4ba0-9220-6df048f693da,0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,0x9a363adc5d382c04d36b09158286328f75672098,4.0865,2023-06-02 02:07:56,transfer,pending
e2e722b7-1c36-446a-9d54-027aa242cb2c,0xd1a3888fd8f490367c6104e10b4154427c02dd9c,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,4.2608,2024-01-30 23:57:22,stake,failed
c46717c1-e3f6-4b40-abcf-d5cd6a369844,0x3a44be4581137019f83021eeee72b7dc57756069,0xf60304b534f74977e159b2e159e135475c245526,3.5696,2024-01-07 02:38:02,mint,pending
d8764792-971e-45ab-b8ef-a3b88a708b78,0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x7b4636320daa0bc055368a4f9b9d01bd8ac51877,3.7806,2024-09-25 23:26:16,swap,failed
02e3d930-bc79-4fac-9988-7d44e3320c59,0x124853fecb522c57d9bd5c21231058696ca6d596,0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,4.27,2024-04-10 16:35:01,transfer,success
616f2afc-e8cf-40c4-a5c8-24765ff3d7b3,0xa98dc64bb42575efec7d1e4560c029231ce5da51,0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,3.7167,2024-06-27 14:48:54,contract,failed
e6b2d5d9-7228-4944-9acf-3749a6e5759a,0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,0x0795732aacc448030ef374374eaae57d2965c16c,0.613,2024-03-04 09:45:49,mint,pending
da59ba4b-7417-44a1-88cf-67358483a899,0xf60304b534f74977e159b2e159e135475c245526,0xbd4a00764217c13a246f86db58d74541a0c3972a,4.6071,2023-03-11 12:25:51,swap,failed
ff4ea4ca-4bc2-453e-a35d-35f85e61855c,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,2.6575,2023-10-03 19:00:29,stake,success
02da1a00-989e-4050-a1d3-d4579b70e7cc,0x623af911f493747c216ad389c7805a37019c662d,0x6a2752a534faacaaa153bffbb973dd84e0e5497b,1.1791,2024-05-20 09:57:01,mint,success
f8b5f865-1044-434c-9e56-ecd15ac4e5e0,0xa7e94d933eb0c439dda357f61244a485246e97b8,0x13b1c8b0e696aff8b4fee742119b549b605f3cbc,3.3607,2024-06-27 10:08:21,swap,failed
aba0c9a2-7e08-4a40-af2b-27bd5a1c2753,0x104ae61d8d487ad689969a17807ddc338b445416,0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,4.6481,2024-04-21 06:32:08,mint,failed
7ceb9036-498f-43cf-8b93-49a73baf20dd,0xa98dc64bb42575efec7d1e4560c029231ce5da51,0xebb8629e8a3ec86cf90cb7600264415640834483,4.2918,2023-03-12 01:35:03,transfer,failed
887ee023-3614-4d94-985b-47a967ca2369,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x2844658bf341db96aa247259824f42025e3bcec2,1.9761,2024-08-03 23:08:27,stake,success
bbe2b0a7-93e0-45d5-b580-5f91ba1afaef,0x6d69ca3711e504658977367e13c300ab198379f1,0x9a363adc5d382c04d36b09158286328f75672098,1.0282,2024-10-15 03:49:02,contract,pending
4d9f99f5-ac5b-4d81-8ddd-69279a771db2,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x623af911f493747c216ad389c7805a37019c662d,0.3812,2024-01-06 07:15:06,stake,failed
21b474e8-8322-4bfc-9762-01434efd9d16,0x5e324b4a564512ea7c93088dba2f8c1bf046a3eb,0x6e355417f7f56e7927d1cd971f0b5a1e6d538487,1.1674,2023-12-17 15:02:07,mint,failed
14725725-2954-4e36-8d14-d111b0ee6efe,0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,0xf67e8e5805835465f7eba988259db882ab726800,1.4821,2024-01-25 06:21:39,swap,success
564b35ed-2edd-4188-8664-90e557cddfe8,0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x58c2a9099a03750e9842d3e9a7780cdd6aa70b86,4.377,2024-05-13 14:21:27,stake,failed
35c902e0-4ac9-4f75-8b95-c1132058766f,0x8d900f213db5205c529aaba5d10e71a0ed2646db,0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,0.6032,2023-11-14 01:36:17,swap,pending
e72d2053-aea2-457f-a778-3915b41db8d8,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,0.9828,2023-09-21 11:15:05,swap,failed
63c99510-6d5a-4e1d-b545-ca32f4d80097,0x880a0af12da55df1197f41697c1a1b61670ed410,0xa98dc64bb42575efec7d1e4560c029231ce5da51,3.6926,2023-03-20 14:20:58,mint,failed
f51ac140-111c-4077-8596-0a79cfdc58fc,0x767055590c73b7d2aaa6219da13807c493f91a20,0x854a873b8f9bfac36a5eb9c648e285a095a7478d,4.1792,2023-02-09 05:30:44,mint,pending
ab8eca69-4901-4fda-beee-6c41f581ffb5,0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,2.3702,2024-03-30 01:42:45,mint,pending
0f4f1a6f-5cc6-43d7-bc57-93f1f5b0d81a,0xb57297c5d02def954794e593db93d0a302e43e5c,0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,0.2997,2023-02-22 02:54:13,mint,success
51979e38-7016-4a98-9ba5-17f3daef4b9b,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xb271ff7090b39028eb6e711c3f89a3453d5861ee,4.4206,2025-06-21 01:05:49,transfer,failed
b8c99bde-1e4c-40fd-b3fe-7fb34d90a9d6,0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,0xb57297c5d02def954794e593db93d0a302e43e5c,2.2823,2025-01-16 19:40:51,transfer,failed
bdb76bce-733b-44dd-9176-63076a7b63aa,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,2.1968,2025-03-24 04:13:03,contract,pending
3951d7d1-589c-4285-aa6b-c823e20a6405,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,0.5663,2024-07-01 22:23:29,mint,pending
597ed4cc-ea90-4094-b3ae-81139e838921,0x124853fecb522c57d9bd5c21231058696ca6d596,0xf67e8e5805835465f7eba988259db882ab726800,3.9235,2025-01-05 11:18:06,mint,failed
a1b7048b-5701-41e1-adcf-406610a1a142,0xb57297c5d02def954794e593db93d0a302e43e5c,0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,1.1019,2024-08-04 03:00:36,swap,pending
d24e8624-4e95-48da-804b-7bd6054b1acf,0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xdde73df7bd4d704a89ad8421402701b3a460c6e9,3.8711,2025-02-20 09:08:47,stake,success
34433425-b4df-404c-82d6-2c240dbc33d1,0x70d8e4ab175dfe0eab4e9a7f33e0a2d19f44001e,0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,2.2966,2023-07-21 21:13:48,mint,success
9338ddf1-469e-4dab-8980-494e330624b3,0x56ba823641bfc317afc8459bf27feed6eb9ff59f,0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,2.6529,2024-06-08 20:14:14,mint,pending
0d4286df-3e42-4794-82e0-019fa3fceb3e,0x7de76a449cf60ea3e111ff18b28e516d89532152,0x578cea5f899b0dfbf05c7fbcfda1a644b2a47787,1.5643,2025-01-01 23:22:57,swap,success
b581b8e7-bd26-43ae-ba69-de0b38063514,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x4c4d05fe859279c91b074429b5fc451182cec745,1.9016,2024-12-11 06:56:52,transfer,success
fd041227-8dfa-470b-a35f-80baddd9789a,0xebb8629e8a3ec86cf90cb7600264415640834483,0xf67e8e5805835465f7eba988259db882ab726800,1.8389,2024-08-25 04:45:49,stake,failed
9724b0a3-a52e-4445-aa24-1e943c53863a,0x56ba823641bfc317afc8459bf27feed6eb9ff59f,0x8441fecef5cc6f697be2c4fc4a36feacede8df67,4.0297,2025-04-25 05:49:03,contract,success
f7bebec9-8a7b-4c0a-b03b-972c18c61251,0x6e355417f7f56e7927d1cd971f0b5a1e6d538487,0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,1.5716,2024-12-05 16:59:27,contract,failed
a4cafb5b-4b90-4cb0-b6a4-a12df744b131,0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,0x2844658bf341db96aa247259824f42025e3bcec2,0.8931,2024-04-12 22:56:30,contract,success
795638f7-81e3-425c-89dc-cc00e900bc4d,0xd334d18fa6bada9a10f361bae42a019ce88a3c33,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,1.7395,2025-03-24 10:33:00,contract,success
780438ab-44d7-45de-bfda-d00150e40831,0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,0x0795732aacc448030ef374374eaae57d2965c16c,4.8645,2024-05-08 15:54:39,swap,failed
52427c9c-c9e0-439c-aa6c-6aab7326ccbd,0x54e19653be9d4143b08994906be0e27555e8834d,0xa98dc64bb42575efec7d1e4560c029231ce5da51,3.9613,2023-08-04 06:56:47,transfer,success
7e2dba77-0681-49ad-ae7e-c4e9c464d367,0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,0.1013,2024-09-22 18:15:43,swap,success
c5da14a8-2026-401f-9c4d-9003d10b212e,0x111c7208a7e2af345d36b6d4aace8740d61a3078,0x7851bdfb64bbecfb40c030d722a1f147dff5db6a,3.4125,2023-07-12 18:28:22,swap,failed
7ed4e1b9-5e4f-4cbc-a45b-d5b353fd7c4a,0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,0xf10fd8921019615a856c1e95c7cd3632de34edc4,3.2359,2025-06-20 07:51:52,stake,pending
21946bf9-8d6c-45df-bf29-b5931e86bd9b,0x8d900f213db5205c529aaba5d10e71a0ed2646db,0x54e19653be9d4143b08994906be0e27555e8834d,1.5198,2024-01-27 17:54:20,stake,failed
fba1678d-69e2-47aa-82bd-156973e5b835,0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,1.0932,2023-05-24 20:20:18,contract,pending
8de8f854-bce1-4211-87e7-f057e721377a,0x7b4636320daa0bc055368a4f9b9d01bd8ac51877,0xb57297c5d02def954794e593db93d0a302e43e5c,3.5954,2023-10-27 16:35:04,swap,failed
e91032af-0f15-4e6b-ac14-b536a57b392d,0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,2.183,2023-10-11 17:16:42,contract,pending
94979ccd-0805-435d-a624-b08f8cfcfd01,0x54e19653be9d4143b08994906be0e27555e8834d,0xf67e8e5805835465f7eba988259db882ab726800,2.9525,2024-10-18 20:39:46,swap,pending
71eb1d0f-bde8-43e4-87a2-d6d5d5122579,0x19df3e87f73c4aaf4809295561465b993e102668,0x58c2a9099a03750e9842d3e9a7780cdd6aa70b86,0.8934,2024-08-03 03:45:24,transfer,failed
c36fa0f1-8d59-4e98-8fed-738f514fdeed,0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,1.342,2024-12-23 04:19:33,mint,failed
2ffff406-2f18-47d4-b15f-1d2003173a3f,0xb475576594ae44e1f75f534f993cbb7673e4c8b6,0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,4.7729,2023-05-17 22:37:59,contract,failed
c6e1c35a-8955-41d1-ab50-d37c98642ea5,0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,0.8127,2023-07-10 10:19:14,contract,failed
